Container Job,T_j,Source,Destination
1005,09:31:00,Block 30,W/P 5
1725,09:31:00,Block 26,W/P 2
3165,09:31:00,Block 2,W/P 7
2445,09:31:00,Block 2,W/P 1
286,09:32:00,W/P 2,Block 16
3166,09:33:00,Block 13,W/P 4
1726,09:33:00,Block 18,W/P 4
1006,09:33:00,Block 23,W/P 4
2446,09:33:00,Block 17,W/P 7
287,09:34:00,Block 4,W/P 4
2447,09:35:00,Block 31,W/P 5
3167,09:35:00,W/P 4,Block 19
1727,09:35:00,Block 21,W/P 7
1007,09:35:00,Block 1,W/P 3
288,09:36:00,W/P 2,Block 29
2448,09:37:00,W/P 2,Block 22
3168,09:37:00,Block 1,W/P 2
1008,09:37:00,Block 29,W/P 4
1728,09:37:00,Block 1,W/P 2
289,09:38:00,Block 6,W/P 4
3169,09:39:00,Block 18,W/P 6
1009,09:39:00,Block 10,W/P 3
1729,09:39:00,Block 10,W/P 1
2449,09:39:00,Block 8,W/P 4
290,09:40:00,Block 6,W/P 4
1010,09:41:00,Block 26,W/P 7
2450,09:41:00,Block 6,W/P 4
3170,09:41:00,Block 20,W/P 5
1730,09:41:00,Block 25,W/P 5
291,09:42:00,W/P 2,Block 29
2451,09:43:00,Block 7,W/P 5
1731,09:43:00,Block 11,W/P 2
1011,09:43:00,Block 32,W/P 5
3171,09:43:00,Block 22,W/P 6
292,09:44:00,Block 26,W/P 4
1012,09:45:00,Block 27,W/P 4
1732,09:45:00,Block 23,W/P 6
2452,09:45:00,Block 27,W/P 7
3172,09:45:00,Block 9,W/P 5
293,09:46:00,Block 22,W/P 2
1013,09:47:00,Block 4,W/P 6
2453,09:47:00,Block 26,W/P 5
1733,09:47:00,Block 9,W/P 4
3173,09:47:00,Block 25,W/P 3
294,09:48:00,W/P 5,Block 12
2454,09:49:00,Block 5,W/P 2
1014,09:49:00,Block 3,W/P 7
1734,09:49:00,Block 3,W/P 5
3174,09:49:00,Block 22,W/P 1
295,09:50:00,W/P 3,Block 15
1735,09:51:00,W/P 7,Block 32
1015,09:51:00,W/P 3,Block 15
2455,09:51:00,W/P 3,Block 26
3175,09:51:00,Block 21,W/P 1
296,09:52:00,Block 5,W/P 5
2456,09:53:00,Block 27,W/P 4
1736,09:53:00,Block 13,W/P 3
1016,09:53:00,Block 26,W/P 1
3176,09:53:00,Block 29,W/P 2
297,09:54:00,Block 17,W/P 6
1017,09:55:00,Block 4,W/P 5
1737,09:55:00,Block 8,W/P 2
2457,09:55:00,W/P 4,Block 28
3177,09:55:00,Block 28,W/P 6
298,09:56:00,Block 27,W/P 2
2458,09:57:00,Block 7,W/P 6
1018,09:57:00,W/P 4,Block 16
3178,09:57:00,Block 21,W/P 3
1738,09:57:00,Block 29,W/P 2
299,09:58:00,Block 1,W/P 6
3179,09:59:00,Block 25,W/P 3
2459,09:59:00,W/P 7,Block 14
1739,09:59:00,Block 2,W/P 4
1019,09:59:00,Block 31,W/P 1
300,10:00:00,Block 19,W/P 3
3180,10:01:00,Block 10,W/P 3
2460,10:01:00,Block 25,W/P 5
1020,10:01:00,Block 21,W/P 4
1740,10:01:00,Block 21,W/P 7
301,10:02:00,Block 30,W/P 2
1021,10:03:00,Block 12,W/P 2
3181,10:03:00,W/P 6,Block 17
1741,10:03:00,Block 9,W/P 1
2461,10:03:00,Block 7,W/P 2
302,10:04:00,Block 23,W/P 1
1742,10:05:00,Block 3,W/P 7
1022,10:05:00,Block 9,W/P 7
2462,10:05:00,W/P 6,Block 2
3182,10:05:00,W/P 6,Block 30
303,10:06:00,Block 22,W/P 4
1023,10:07:00,W/P 7,Block 11
2463,10:07:00,W/P 3,Block 10
3183,10:07:00,Block 12,W/P 7
1743,10:07:00,Block 26,W/P 4
304,10:08:00,Block 18,W/P 4
3184,10:09:00,Block 8,W/P 3
1744,10:09:00,Block 29,W/P 5
2464,10:09:00,W/P 2,Block 30
1024,10:09:00,Block 5,W/P 2
305,10:10:00,Block 4,W/P 7
3185,10:11:00,W/P 6,Block 20
1745,10:11:00,Block 10,W/P 4
1025,10:11:00,Block 20,W/P 5
2465,10:11:00,W/P 7,Block 19
306,10:12:00,Block 8,W/P 4
1026,10:13:00,Block 22,W/P 6
3186,10:13:00,W/P 7,Block 23
1746,10:13:00,Block 3,W/P 1
2466,10:13:00,W/P 3,Block 9
307,10:14:00,Block 6,W/P 7
1747,10:15:00,Block 12,W/P 6
1027,10:15:00,Block 27,W/P 7
3187,10:15:00,Block 24,W/P 2
2467,10:15:00,Block 20,W/P 3
308,10:16:00,Block 29,W/P 7
2468,10:17:00,Block 18,W/P 2
1028,10:17:00,Block 6,W/P 4
1748,10:17:00,Block 18,W/P 5
3188,10:17:00,Block 12,W/P 2
309,10:18:00,Block 30,W/P 2
1029,10:19:00,Block 11,W/P 4
2469,10:19:00,Block 31,W/P 4
3189,10:19:00,Block 24,W/P 1
1749,10:19:00,Block 25,W/P 7
310,10:20:00,W/P 2,Block 2
2470,10:21:00,Block 32,W/P 6
1750,10:21:00,Block 25,W/P 6
3190,10:21:00,Block 14,W/P 5
1030,10:21:00,W/P 7,Block 7
311,10:22:00,Block 5,W/P 2
1751,10:23:00,Block 29,W/P 4
2471,10:23:00,W/P 6,Block 15
3191,10:23:00,Block 8,W/P 6
1031,10:23:00,Block 30,W/P 4
312,10:24:00,Block 27,W/P 1
1032,10:25:00,Block 27,W/P 2
3192,10:25:00,Block 3,W/P 5
2472,10:25:00,Block 31,W/P 4
1752,10:25:00,W/P 5,Block 9
313,10:26:00,Block 19,W/P 2
1033,10:27:00,Block 24,W/P 1
3193,10:27:00,W/P 5,Block 22
2473,10:27:00,W/P 7,Block 9
1753,10:27:00,Block 12,W/P 2
314,10:28:00,Block 10,W/P 2
2474,10:29:00,W/P 2,Block 23
1034,10:29:00,Block 31,W/P 7
3194,10:29:00,Block 3,W/P 7
1754,10:29:00,Block 3,W/P 6
315,10:30:00,W/P 2,Block 3
1035,10:31:00,Block 21,W/P 5
3195,10:31:00,Block 27,W/P 4
2475,10:31:00,Block 23,W/P 5
1755,10:31:00,Block 11,W/P 6
316,10:32:00,Block 26,W/P 3
2476,10:33:00,Block 1,W/P 4
3196,10:33:00,W/P 5,Block 10
1756,10:33:00,Block 31,W/P 1
1036,10:33:00,Block 19,W/P 3
317,10:34:00,Block 26,W/P 5
1037,10:35:00,Block 23,W/P 3
3197,10:35:00,Block 24,W/P 4
2477,10:35:00,Block 21,W/P 3
1757,10:35:00,Block 14,W/P 2
318,10:36:00,Block 19,W/P 4
1758,10:37:00,Block 1,W/P 4
3198,10:37:00,Block 12,W/P 6
2478,10:37:00,Block 11,W/P 3
1038,10:37:00,Block 10,W/P 7
319,10:38:00,Block 21,W/P 4
1759,10:39:00,W/P 6,Block 18
2479,10:39:00,Block 5,W/P 3
1039,10:39:00,Block 16,W/P 5
3199,10:39:00,Block 8,W/P 3
320,10:40:00,Block 1,W/P 6
1760,10:41:00,Block 20,W/P 4
1040,10:41:00,Block 30,W/P 3
2480,10:41:00,Block 21,W/P 1
3200,10:41:00,Block 28,W/P 4
321,10:42:00,Block 2,W/P 6
3201,10:43:00,Block 15,W/P 6
2481,10:43:00,Block 26,W/P 4
1041,10:43:00,Block 23,W/P 5
1761,10:43:00,Block 9,W/P 6
322,10:44:00,Block 32,W/P 2
3202,10:45:00,W/P 7,Block 1
1762,10:45:00,Block 32,W/P 4
2482,10:45:00,W/P 4,Block 17
1042,10:45:00,Block 31,W/P 4
323,10:46:00,Block 15,W/P 5
1763,10:47:00,W/P 3,Block 15
1043,10:47:00,Block 3,W/P 1
3203,10:47:00,Block 20,W/P 6
2483,10:47:00,Block 8,W/P 7
324,10:48:00,Block 17,W/P 3
1044,10:49:00,W/P 5,Block 23
2484,10:49:00,Block 29,W/P 5
1764,10:49:00,Block 3,W/P 5
3204,10:49:00,W/P 7,Block 6
325,10:50:00,Block 18,W/P 2
3205,10:51:00,Block 19,W/P 2
1765,10:51:00,Block 27,W/P 1
1045,10:51:00,Block 12,W/P 1
2485,10:51:00,Block 11,W/P 2
326,10:52:00,Block 30,W/P 7
1046,10:53:00,Block 25,W/P 3
1766,10:53:00,Block 2,W/P 6
3206,10:53:00,W/P 7,Block 10
2486,10:53:00,Block 16,W/P 1
327,10:54:00,Block 23,W/P 3
1047,10:55:00,Block 23,W/P 5
1767,10:55:00,W/P 1,Block 7
2487,10:55:00,Block 5,W/P 5
3207,10:55:00,Block 1,W/P 5
328,10:56:00,Block 24,W/P 6
3208,10:57:00,Block 7,W/P 7
1048,10:57:00,Block 32,W/P 3
1768,10:57:00,Block 26,W/P 3
2488,10:57:00,Block 25,W/P 6
329,10:58:00,Block 15,W/P 2
3209,10:59:00,Block 31,W/P 7
1049,10:59:00,W/P 6,Block 25
1769,10:59:00,Block 17,W/P 6
2489,10:59:00,Block 5,W/P 6
330,11:00:00,Block 27,W/P 7
1050,11:01:00,Block 21,W/P 5
3210,11:01:00,W/P 4,Block 16
1770,11:01:00,W/P 2,Block 24
2490,11:01:00,Block 13,W/P 3
331,11:02:00,Block 8,W/P 3
1771,11:03:00,Block 25,W/P 5
2491,11:03:00,Block 1,W/P 3
1051,11:03:00,Block 10,W/P 5
3211,11:03:00,Block 24,W/P 1
332,11:04:00,W/P 6,Block 21
2492,11:05:00,Block 21,W/P 5
1772,11:05:00,Block 10,W/P 5
1052,11:05:00,Block 7,W/P 4
3212,11:05:00,W/P 7,Block 15
333,11:06:00,Block 9,W/P 4
2493,11:07:00,Block 1,W/P 7
1773,11:07:00,Block 16,W/P 4
1053,11:07:00,Block 26,W/P 4
3213,11:07:00,W/P 6,Block 16
334,11:08:00,Block 4,W/P 2
3214,11:09:00,Block 20,W/P 5
2494,11:09:00,Block 9,W/P 7
1774,11:09:00,Block 1,W/P 5
1054,11:09:00,Block 20,W/P 2
335,11:10:00,W/P 1,Block 20
1775,11:11:00,Block 13,W/P 3
2495,11:11:00,Block 18,W/P 7
1055,11:11:00,Block 1,W/P 5
3215,11:11:00,W/P 2,Block 28
336,11:12:00,Block 26,W/P 6
3216,11:13:00,Block 21,W/P 3
1056,11:13:00,W/P 7,Block 1
1776,11:13:00,Block 5,W/P 7
2496,11:13:00,W/P 4,Block 2
337,11:14:00,Block 27,W/P 6
1777,11:15:00,Block 2,W/P 1
2497,11:15:00,Block 30,W/P 5
1057,11:15:00,Block 17,W/P 4
3217,11:15:00,Block 16,W/P 2
338,11:16:00,Block 20,W/P 5
1778,11:17:00,Block 31,W/P 3
3218,11:17:00,Block 11,W/P 7
2498,11:17:00,Block 27,W/P 7
1058,11:17:00,Block 9,W/P 2
339,11:18:00,Block 16,W/P 6
2499,11:19:00,Block 22,W/P 6
1059,11:19:00,Block 10,W/P 3
3219,11:19:00,Block 29,W/P 3
1779,11:19:00,Block 4,W/P 1
340,11:20:00,Block 1,W/P 4
1780,11:21:00,Block 18,W/P 6
3220,11:21:00,Block 19,W/P 4
1060,11:21:00,Block 13,W/P 2
2500,11:21:00,Block 17,W/P 7
341,11:22:00,Block 20,W/P 6
1061,11:23:00,W/P 5,Block 5
3221,11:23:00,Block 31,W/P 7
1781,11:23:00,Block 7,W/P 7
2501,11:23:00,Block 27,W/P 6
342,11:24:00,Block 21,W/P 4
1062,11:25:00,W/P 6,Block 26
2502,11:25:00,Block 22,W/P 6
1782,11:25:00,Block 1,W/P 2
3222,11:25:00,Block 1,W/P 2
343,11:26:00,Block 2,W/P 1
2503,11:27:00,Block 23,W/P 4
3223,11:27:00,Block 25,W/P 6
1063,11:27:00,Block 27,W/P 3
1783,11:27:00,Block 15,W/P 2
344,11:28:00,Block 15,W/P 7
3224,11:29:00,Block 30,W/P 7
1064,11:29:00,Block 10,W/P 6
1784,11:29:00,Block 5,W/P 4
2504,11:29:00,Block 2,W/P 4
345,11:30:00,W/P 6,Block 30
3225,11:31:00,Block 21,W/P 2
1065,11:31:00,Block 7,W/P 4
2505,11:31:00,Block 3,W/P 7
1785,11:31:00,Block 11,W/P 2
346,11:32:00,Block 13,W/P 7
3226,11:33:00,Block 13,W/P 3
1066,11:33:00,W/P 5,Block 12
1786,11:33:00,Block 11,W/P 4
2506,11:33:00,Block 27,W/P 1
347,11:34:00,Block 4,W/P 2
1787,11:35:00,Block 26,W/P 6
2507,11:35:00,Block 10,W/P 6
3227,11:35:00,Block 4,W/P 7
1067,11:35:00,Block 27,W/P 6
348,11:36:00,Block 32,W/P 7
1068,11:37:00,Block 4,W/P 1
2508,11:37:00,Block 26,W/P 3
3228,11:37:00,Block 30,W/P 1
1788,11:37:00,Block 27,W/P 4
349,11:38:00,Block 6,W/P 2
3229,11:39:00,Block 8,W/P 1
2509,11:39:00,Block 7,W/P 5
1069,11:39:00,Block 1,W/P 3
1789,11:39:00,W/P 1,Block 20
350,11:40:00,Block 11,W/P 5
2510,11:41:00,Block 25,W/P 5
1790,11:41:00,Block 22,W/P 4
3230,11:41:00,Block 25,W/P 4
1070,11:41:00,Block 7,W/P 7
351,11:42:00,W/P 1,Block 10
1071,11:43:00,Block 28,W/P 3
3231,11:43:00,Block 8,W/P 7
1791,11:43:00,Block 28,W/P 6
2511,11:43:00,Block 13,W/P 7
352,11:44:00,Block 8,W/P 4
2512,11:45:00,Block 12,W/P 5
3232,11:45:00,Block 19,W/P 6
1792,11:45:00,Block 11,W/P 4
1072,11:45:00,Block 15,W/P 7
353,11:46:00,Block 12,W/P 2
1073,11:47:00,Block 10,W/P 1
3233,11:47:00,Block 29,W/P 5
1793,11:47:00,Block 6,W/P 7
2513,11:47:00,Block 7,W/P 3
354,11:48:00,Block 1,W/P 5
1074,11:49:00,Block 26,W/P 7
3234,11:49:00,W/P 6,Block 31
2514,11:49:00,Block 9,W/P 4
1794,11:49:00,Block 31,W/P 1
355,11:50:00,Block 32,W/P 4
2515,11:51:00,Block 27,W/P 4
3235,11:51:00,Block 5,W/P 5
1795,11:51:00,Block 20,W/P 7
1075,11:51:00,Block 10,W/P 2
356,11:52:00,Block 2,W/P 4
1796,11:53:00,Block 3,W/P 2
1076,11:53:00,Block 22,W/P 4
2516,11:53:00,Block 28,W/P 4
3236,11:53:00,Block 32,W/P 3
357,11:54:00,Block 12,W/P 2
1077,11:55:00,Block 2,W/P 1
2517,11:55:00,Block 15,W/P 5
1797,11:55:00,W/P 5,Block 6
3237,11:55:00,Block 4,W/P 5
358,11:56:00,Block 28,W/P 3
1798,11:57:00,Block 26,W/P 1
1078,11:57:00,Block 8,W/P 5
3238,11:57:00,Block 23,W/P 1
2518,11:57:00,Block 21,W/P 4
359,11:58:00,Block 5,W/P 4
3239,11:59:00,Block 1,W/P 3
1079,11:59:00,Block 26,W/P 6
1799,11:59:00,W/P 6,Block 26
2519,11:59:00,Block 6,W/P 6
360,12:00:00,Block 5,W/P 6
1800,12:01:00,Block 28,W/P 1
1080,12:01:00,Block 6,W/P 7
2520,12:01:00,Block 22,W/P 5
3240,12:01:00,Block 14,W/P 4
361,12:02:00,W/P 1,Block 22
1801,12:03:00,Block 2,W/P 4
1081,12:03:00,Block 29,W/P 2
2521,12:03:00,W/P 3,Block 12
3241,12:03:00,Block 3,W/P 4
362,12:04:00,Block 31,W/P 4
1802,12:05:00,Block 16,W/P 4
3242,12:05:00,Block 28,W/P 7
2522,12:05:00,W/P 5,Block 18
1082,12:05:00,W/P 1,Block 19
363,12:06:00,Block 6,W/P 7
2523,12:07:00,Block 14,W/P 3
3243,12:07:00,Block 31,W/P 6
1803,12:07:00,Block 18,W/P 3
1083,12:07:00,Block 13,W/P 2
364,12:08:00,Block 11,W/P 5
3244,12:09:00,W/P 6,Block 22
2524,12:09:00,Block 21,W/P 4
1804,12:09:00,Block 18,W/P 3
1084,12:09:00,Block 6,W/P 7
365,12:10:00,Block 24,W/P 7
1805,12:11:00,W/P 6,Block 30
1085,12:11:00,W/P 2,Block 22
2525,12:11:00,Block 18,W/P 6
3245,12:11:00,Block 9,W/P 1
366,12:12:00,Block 1,W/P 5
1086,12:13:00,Block 16,W/P 6
2526,12:13:00,Block 32,W/P 6
1806,12:13:00,Block 5,W/P 6
3246,12:13:00,W/P 7,Block 12
367,12:14:00,Block 12,W/P 7
3247,12:15:00,W/P 6,Block 24
1087,12:15:00,W/P 7,Block 29
1807,12:15:00,W/P 3,Block 18
2527,12:15:00,Block 18,W/P 2
368,12:16:00,Block 19,W/P 5
1088,12:17:00,Block 20,W/P 3
3248,12:17:00,Block 20,W/P 3
2528,12:17:00,Block 7,W/P 2
1808,12:17:00,Block 6,W/P 3
369,12:18:00,Block 21,W/P 3
3249,12:19:00,Block 20,W/P 7
2529,12:19:00,Block 23,W/P 6
1809,12:19:00,Block 16,W/P 7
1089,12:19:00,Block 10,W/P 7
370,12:20:00,W/P 3,Block 25
3250,12:21:00,Block 25,W/P 1
1810,12:21:00,W/P 5,Block 4
1090,12:21:00,Block 20,W/P 4
2530,12:21:00,Block 28,W/P 2
371,12:22:00,Block 16,W/P 6
3251,12:23:00,Block 20,W/P 1
1091,12:23:00,Block 18,W/P 6
2531,12:23:00,Block 16,W/P 6
1811,12:23:00,W/P 1,Block 30
372,12:24:00,Block 19,W/P 7
3252,12:25:00,Block 6,W/P 4
2532,12:25:00,Block 15,W/P 5
1092,12:25:00,W/P 5,Block 24
1812,12:25:00,Block 31,W/P 6
373,12:26:00,Block 5,W/P 1
2533,12:27:00,W/P 5,Block 9
1093,12:27:00,Block 10,W/P 2
1813,12:27:00,Block 7,W/P 2
3253,12:27:00,Block 4,W/P 3
374,12:28:00,Block 18,W/P 3
3254,12:29:00,Block 25,W/P 7
1094,12:29:00,Block 20,W/P 4
2534,12:29:00,Block 31,W/P 4
1814,12:29:00,Block 32,W/P 3
375,12:30:00,Block 11,W/P 5
2535,12:31:00,W/P 4,Block 4
1095,12:31:00,W/P 4,Block 27
3255,12:31:00,Block 10,W/P 5
1815,12:31:00,Block 4,W/P 6
376,12:32:00,Block 23,W/P 7
1096,12:33:00,Block 17,W/P 5
2536,12:33:00,W/P 3,Block 20
1816,12:33:00,Block 18,W/P 1
3256,12:33:00,Block 6,W/P 7
377,12:34:00,Block 27,W/P 5
1817,12:35:00,W/P 5,Block 16
2537,12:35:00,Block 4,W/P 6
3257,12:35:00,Block 10,W/P 5
1097,12:35:00,Block 23,W/P 1
378,12:36:00,Block 32,W/P 3
1098,12:37:00,W/P 5,Block 23
1818,12:37:00,Block 10,W/P 7
3258,12:37:00,Block 16,W/P 6
2538,12:37:00,Block 14,W/P 7
379,12:38:00,Block 31,W/P 3
1819,12:39:00,Block 7,W/P 2
3259,12:39:00,W/P 1,Block 9
1099,12:39:00,W/P 7,Block 23
2539,12:39:00,Block 26,W/P 5
380,12:40:00,W/P 3,Block 8
1100,12:41:00,Block 8,W/P 1
2540,12:41:00,Block 13,W/P 7
3260,12:41:00,Block 11,W/P 1
1820,12:41:00,Block 27,W/P 4
381,12:42:00,Block 21,W/P 3
1101,12:43:00,Block 12,W/P 6
3261,12:43:00,Block 14,W/P 6
2541,12:43:00,W/P 1,Block 23
1821,12:43:00,Block 11,W/P 1
382,12:44:00,W/P 5,Block 21
2542,12:45:00,Block 15,W/P 4
3262,12:45:00,Block 19,W/P 7
1822,12:45:00,Block 3,W/P 2
1102,12:45:00,Block 3,W/P 2
383,12:46:00,Block 15,W/P 3
3263,12:47:00,Block 29,W/P 6
1823,12:47:00,Block 9,W/P 1
1103,12:47:00,Block 32,W/P 3
2543,12:47:00,Block 9,W/P 5
384,12:48:00,Block 12,W/P 4
1824,12:49:00,Block 9,W/P 2
2544,12:49:00,Block 14,W/P 4
3264,12:49:00,W/P 5,Block 25
1104,12:49:00,W/P 2,Block 26
385,12:50:00,Block 27,W/P 7
1825,12:51:00,Block 22,W/P 2
2545,12:51:00,Block 15,W/P 4
3265,12:51:00,W/P 3,Block 26
1105,12:51:00,Block 7,W/P 7
386,12:52:00,Block 26,W/P 1
1826,12:53:00,Block 19,W/P 7
2546,12:53:00,Block 2,W/P 4
3266,12:53:00,Block 5,W/P 5
1106,12:53:00,W/P 1,Block 22
387,12:54:00,Block 24,W/P 3
1107,12:55:00,W/P 7,Block 2
3267,12:55:00,Block 22,W/P 4
2547,12:55:00,Block 1,W/P 4
1827,12:55:00,Block 30,W/P 6
388,12:56:00,Block 7,W/P 3
3268,12:57:00,Block 11,W/P 3
1828,12:57:00,Block 6,W/P 3
2548,12:57:00,Block 7,W/P 6
1108,12:57:00,W/P 7,Block 11
389,12:58:00,Block 13,W/P 4
2549,12:59:00,Block 20,W/P 5
3269,12:59:00,Block 27,W/P 7
1829,12:59:00,W/P 5,Block 11
1109,12:59:00,W/P 6,Block 4
390,13:00:00,Block 24,W/P 5
3270,13:01:00,Block 19,W/P 3
1830,13:01:00,W/P 4,Block 20
1110,13:01:00,Block 3,W/P 6
2550,13:01:00,W/P 5,Block 31
391,13:02:00,Block 27,W/P 7
2551,13:03:00,W/P 6,Block 25
3271,13:03:00,Block 3,W/P 3
1831,13:03:00,Block 25,W/P 6
1111,13:03:00,Block 9,W/P 6
392,13:04:00,Block 27,W/P 7
3272,13:05:00,W/P 1,Block 11
1832,13:05:00,Block 20,W/P 4
2552,13:05:00,W/P 6,Block 2
1112,13:05:00,Block 28,W/P 3
393,13:06:00,Block 19,W/P 6
3273,13:07:00,Block 2,W/P 4
1833,13:07:00,Block 3,W/P 5
2553,13:07:00,Block 5,W/P 2
1113,13:07:00,Block 21,W/P 2
394,13:08:00,Block 9,W/P 7
2554,13:09:00,Block 25,W/P 3
1114,13:09:00,Block 23,W/P 3
1834,13:09:00,Block 24,W/P 6
3274,13:09:00,Block 6,W/P 2
395,13:10:00,W/P 7,Block 9
3275,13:11:00,Block 15,W/P 7
1115,13:11:00,W/P 6,Block 18
1835,13:11:00,Block 24,W/P 2
2555,13:11:00,Block 18,W/P 7
396,13:12:00,Block 16,W/P 5
2556,13:13:00,Block 32,W/P 4
1116,13:13:00,Block 20,W/P 2
3276,13:13:00,W/P 7,Block 4
1836,13:13:00,Block 8,W/P 3
397,13:14:00,Block 18,W/P 3
3277,13:15:00,Block 6,W/P 7
1837,13:15:00,Block 13,W/P 3
1117,13:15:00,Block 20,W/P 6
2557,13:15:00,Block 7,W/P 6
398,13:16:00,Block 6,W/P 1
2558,13:17:00,Block 9,W/P 7
1118,13:17:00,Block 5,W/P 4
1838,13:17:00,Block 30,W/P 6
3278,13:17:00,Block 19,W/P 7
399,13:18:00,Block 6,W/P 4
2559,13:19:00,Block 30,W/P 4
1119,13:19:00,Block 2,W/P 5
3279,13:19:00,Block 25,W/P 3
1839,13:19:00,Block 20,W/P 7
400,13:20:00,Block 26,W/P 2
3280,13:21:00,Block 18,W/P 5
1120,13:21:00,W/P 4,Block 9
1840,13:21:00,W/P 4,Block 22
2560,13:21:00,W/P 6,Block 28
401,13:22:00,W/P 1,Block 31
1121,13:23:00,Block 31,W/P 2
1841,13:23:00,W/P 3,Block 25
2561,13:23:00,Block 6,W/P 5
3281,13:23:00,Block 18,W/P 3
402,13:24:00,Block 5,W/P 4
1122,13:25:00,W/P 2,Block 16
2562,13:25:00,Block 32,W/P 2
1842,13:25:00,W/P 6,Block 10
3282,13:25:00,Block 6,W/P 4
403,13:26:00,Block 5,W/P 7
1123,13:27:00,Block 17,W/P 3
2563,13:27:00,Block 5,W/P 4
1843,13:27:00,Block 4,W/P 3
3283,13:27:00,Block 4,W/P 6
404,13:28:00,Block 12,W/P 6
1844,13:29:00,Block 25,W/P 5
3284,13:29:00,Block 12,W/P 7
2564,13:29:00,Block 15,W/P 1
1124,13:29:00,Block 24,W/P 1
405,13:30:00,Block 27,W/P 5
2565,13:31:00,W/P 4,Block 12
1845,13:31:00,W/P 3,Block 25
1125,13:31:00,Block 11,W/P 3
3285,13:31:00,Block 18,W/P 1
406,13:32:00,Block 21,W/P 4
2566,13:33:00,Block 30,W/P 2
1846,13:33:00,Block 13,W/P 6
1126,13:33:00,Block 5,W/P 7
3286,13:33:00,Block 24,W/P 7
407,13:34:00,Block 17,W/P 1
2567,13:35:00,W/P 7,Block 17
1127,13:35:00,Block 27,W/P 7
1847,13:35:00,Block 9,W/P 1
3287,13:35:00,Block 6,W/P 3
408,13:36:00,Block 5,W/P 5
1848,13:37:00,Block 14,W/P 6
1128,13:37:00,Block 1,W/P 6
2568,13:37:00,Block 7,W/P 7
3288,13:37:00,Block 32,W/P 1
409,13:38:00,W/P 2,Block 11
2569,13:39:00,W/P 2,Block 1
1849,13:39:00,Block 19,W/P 1
3289,13:39:00,Block 3,W/P 5
1129,13:39:00,Block 13,W/P 2
410,13:40:00,Block 3,W/P 2
1850,13:41:00,Block 26,W/P 5
3290,13:41:00,Block 27,W/P 7
2570,13:41:00,Block 19,W/P 6
1130,13:41:00,W/P 4,Block 30
411,13:42:00,Block 25,W/P 6
1851,13:43:00,Block 18,W/P 3
1131,13:43:00,Block 7,W/P 4
2571,13:43:00,W/P 5,Block 25
3291,13:43:00,Block 6,W/P 3
412,13:44:00,Block 12,W/P 7
1132,13:45:00,Block 12,W/P 6
2572,13:45:00,Block 8,W/P 5
3292,13:45:00,W/P 6,Block 23
1852,13:45:00,W/P 3,Block 17
413,13:46:00,W/P 5,Block 20
2573,13:47:00,Block 6,W/P 3
1853,13:47:00,W/P 7,Block 32
3293,13:47:00,Block 10,W/P 5
1133,13:47:00,W/P 7,Block 18
414,13:48:00,Block 2,W/P 1
1134,13:49:00,Block 6,W/P 4
1854,13:49:00,Block 21,W/P 7
2574,13:49:00,Block 25,W/P 5
3294,13:49:00,Block 15,W/P 6
415,13:50:00,W/P 1,Block 25
1135,13:51:00,Block 3,W/P 4
1855,13:51:00,Block 20,W/P 2
2575,13:51:00,Block 23,W/P 4
3295,13:51:00,Block 3,W/P 3
416,13:52:00,Block 30,W/P 7
1136,13:53:00,Block 9,W/P 1
3296,13:53:00,Block 24,W/P 1
1856,13:53:00,Block 10,W/P 6
2576,13:53:00,Block 29,W/P 3
417,13:54:00,Block 22,W/P 3
1137,13:55:00,W/P 3,Block 23
1857,13:55:00,Block 8,W/P 3
3297,13:55:00,Block 8,W/P 6
2577,13:55:00,W/P 1,Block 26
418,13:56:00,Block 20,W/P 7
1858,13:57:00,Block 9,W/P 5
1138,13:57:00,Block 18,W/P 7
2578,13:57:00,Block 15,W/P 3
3298,13:57:00,Block 5,W/P 4
419,13:58:00,W/P 4,Block 6
2579,13:59:00,Block 17,W/P 3
3299,13:59:00,Block 7,W/P 2
1139,13:59:00,Block 26,W/P 6
1859,13:59:00,Block 8,W/P 2
420,14:00:00,Block 12,W/P 1
2580,14:01:00,W/P 3,Block 17
3300,14:01:00,Block 25,W/P 1
1140,14:01:00,W/P 7,Block 17
1860,14:01:00,Block 18,W/P 3
421,14:02:00,Block 29,W/P 6
1141,14:03:00,Block 5,W/P 3
2581,14:03:00,Block 22,W/P 7
1861,14:03:00,Block 6,W/P 6
422,14:04:00,Block 24,W/P 2
1142,14:05:00,Block 3,W/P 7
2582,14:05:00,Block 27,W/P 1
1862,14:05:00,Block 13,W/P 2
423,14:06:00,Block 31,W/P 4
1863,14:07:00,Block 2,W/P 6
2583,14:07:00,Block 19,W/P 1
1143,14:07:00,W/P 4,Block 12
424,14:08:00,Block 9,W/P 7
2584,14:09:00,Block 27,W/P 6
1144,14:09:00,W/P 4,Block 23
1864,14:09:00,Block 9,W/P 1
425,14:10:00,W/P 4,Block 25
1145,14:11:00,Block 28,W/P 6
2585,14:11:00,W/P 4,Block 6
1865,14:11:00,Block 16,W/P 6
426,14:12:00,Block 25,W/P 1
1866,14:13:00,Block 23,W/P 7
2586,14:13:00,Block 28,W/P 4
1146,14:13:00,Block 1,W/P 7
427,14:14:00,Block 20,W/P 5
1867,14:15:00,Block 21,W/P 5
2587,14:15:00,Block 2,W/P 4
